No.,Repeat no.,Distance_matrix,Feasible_solution,Cost,Solve time (sec)
2,0,"[[0, 12, 8, 5, 5, 9], [12, 0, 9, 19, 4, 10], [8, 9, 0, 10, 15, 1], [5, 19, 10, 0, 18, 5], [5, 4, 15, 18, 0, 8], [9, 10, 1, 5, 8, 0]]'","[[0, 6, 4, 2, 5, 10], [8, 0, 9, 5, 10, 4], [7, 3, 0, 10, 2, 1], [3, 1, 8, 0, 4, 7], [1, 7, 6, 9, 0, 8], [9, 2, 5, 6, 3, 0]]'",380,0.7837966999999999
2,1,"[[0, 12, 8, 5, 5, 9], [12, 0, 9, 19, 4, 10], [8, 9, 0, 10, 15, 1], [5, 19, 10, 0, 18, 5], [5, 4, 15, 18, 0, 8], [9, 10, 1, 5, 8, 0]]'","[[0, 6, 1, 3, 8, 4], [9, 0, 7, 10, 2, 3], [2, 4, 0, 8, 3, 5], [5, 1, 9, 0, 6, 2], [7, 5, 10, 4, 0, 9], [10, 8, 6, 7, 1, 0]]'",381,0.8120051000000004
2,2,"[[0, 12, 8, 5, 5, 9], [12, 0, 9, 19, 4, 10], [8, 9, 0, 10, 15, 1], [5, 19, 10, 0, 18, 5], [5, 4, 15, 18, 0, 8], [9, 10, 1, 5, 8, 0]]'","[[0, 7, 1, 3, 8, 9], [10, 0, 3, 1, 9, 4], [2, 6, 0, 9, 5, 7], [4, 5, 8, 0, 7, 6], [6, 2, 4, 10, 0, 3], [5, 8, 10, 2, 1, 0]]'",380,0.8001667999999995
2,3,"[[0, 12, 8, 5, 5, 9], [12, 0, 9, 19, 4, 10], [8, 9, 0, 10, 15, 1], [5, 19, 10, 0, 18, 5], [5, 4, 15, 18, 0, 8], [9, 10, 1, 5, 8, 0]]'","[[0, 3, 10, 5, 6, 7], [1, 0, 2, 10, 4, 6], [9, 8, 0, 6, 7, 5], [8, 7, 4, 0, 3, 2], [2, 5, 1, 9, 0, 10], [4, 9, 3, 1, 8, 0]]'",379,0.8104844
2,4,"[[0, 12, 8, 5, 5, 9], [12, 0, 9, 19, 4, 10], [8, 9, 0, 10, 15, 1], [5, 19, 10, 0, 18, 5], [5, 4, 15, 18, 0, 8], [9, 10, 1, 5, 8, 0]]'","[[0, 9, 8, 10, 2, 5], [6, 0, 5, 4, 10, 2], [4, 3, 0, 2, 1, 7], [7, 1, 9, 0, 8, 3], [3, 7, 6, 5, 0, 9], [1, 8, 10, 6, 4, 0]]'",426,0.8116591
2,5,"[[0, 12, 8, 5, 5, 9], [12, 0, 9, 19, 4, 10], [8, 9, 0, 10, 15, 1], [5, 19, 10, 0, 18, 5], [5, 4, 15, 18, 0, 8], [9, 10, 1, 5, 8, 0]]'","[[0, 7, 2, 1, 4, 9], [10, 0, 6, 3, 5, 2], [5, 1, 0, 4, 7, 10], [6, 9, 8, 0, 2, 5], [3, 8, 9, 10, 0, 6], [8, 4, 3, 7, 1, 0]]'",418,0.8187864000000005
2,6,"[[0, 12, 8, 5, 5, 9], [12, 0, 9, 19, 4, 10], [8, 9, 0, 10, 15, 1], [5, 19, 10, 0, 18, 5], [5, 4, 15, 18, 0, 8], [9, 10, 1, 5, 8, 0]]'","[[0, 9, 1, 7, 3, 8], [5, 0, 4, 6, 10, 3], [6, 2, 0, 3, 8, 7], [4, 8, 10, 0, 9, 2], [2, 7, 5, 1, 0, 4], [10, 1, 9, 5, 6, 0]]'",361,0.9156461
2,7,"[[0, 12, 8, 5, 5, 9], [12, 0, 9, 19, 4, 10], [8, 9, 0, 10, 15, 1], [5, 19, 10, 0, 18, 5], [5, 4, 15, 18, 0, 8], [9, 10, 1, 5, 8, 0]]'","[[0, 7, 9, 3, 6, 5], [2, 0, 10, 9, 4, 6], [1, 8, 0, 6, 5, 2], [4, 5, 7, 0, 10, 8], [8, 1, 3, 2, 0, 7], [10, 3, 4, 1, 9, 0]]'",402,0.7961872000000003
2,8,"[[0, 12, 8, 5, 5, 9], [12, 0, 9, 19, 4, 10], [8, 9, 0, 10, 15, 1], [5, 19, 10, 0, 18, 5], [5, 4, 15, 18, 0, 8], [9, 10, 1, 5, 8, 0]]'","[[0, 3, 9, 7, 1, 8], [2, 0, 8, 4, 5, 7], [6, 10, 0, 5, 2, 1], [10, 1, 3, 0, 8, 2], [4, 6, 7, 9, 0, 10], [5, 9, 4, 6, 3, 0]]'",397,0.8696543000000005
2,9,"[[0, 12, 8, 5, 5, 9], [12, 0, 9, 19, 4, 10], [8, 9, 0, 10, 15, 1], [5, 19, 10, 0, 18, 5], [5, 4, 15, 18, 0, 8], [9, 10, 1, 5, 8, 0]]'","[[0, 10, 2, 9, 4, 3], [7, 0, 4, 5, 8, 6], [1, 3, 0, 10, 5, 9], [8, 1, 6, 0, 2, 7], [6, 9, 7, 3, 0, 10], [5, 2, 8, 4, 1, 0]]'",345,0.9639416000000001
3,0,"[[0, 2, 11, 19, 4, 5], [2, 0, 1, 2, 2, 17], [11, 1, 0, 3, 4, 15], [19, 2, 3, 0, 2, 11], [4, 2, 4, 2, 0, 13], [5, 17, 15, 11, 13, 0]]'","[[0, 9, 10, 3, 1, 5], [7, 0, 6, 1, 2, 10], [8, 5, 0, 4, 7, 1], [6, 8, 2, 0, 5, 7], [4, 3, 9, 10, 0, 6], [2, 4, 3, 9, 8, 0]]'",288,0.8120878999999981
3,1,"[[0, 2, 11, 19, 4, 5], [2, 0, 1, 2, 2, 17], [11, 1, 0, 3, 4, 15], [19, 2, 3, 0, 2, 11], [4, 2, 4, 2, 0, 13], [5, 17, 15, 11, 13, 0]]'","[[0, 10, 4, 9, 8, 5], [3, 0, 1, 5, 4, 6], [2, 9, 0, 8, 5, 10], [7, 2, 6, 0, 1, 4], [6, 7, 3, 10, 0, 2], [1, 8, 7, 3, 9, 0]]'",295,0.8115988000000023
3,2,"[[0, 2, 11, 19, 4, 5], [2, 0, 1, 2, 2, 17], [11, 1, 0, 3, 4, 15], [19, 2, 3, 0, 2, 11], [4, 2, 4, 2, 0, 13], [5, 17, 15, 11, 13, 0]]'","[[0, 7, 8, 2, 1, 9], [5, 0, 9, 1, 6, 3], [4, 10, 0, 3, 2, 1], [6, 4, 7, 0, 9, 8], [3, 8, 5, 10, 0, 4], [10, 2, 6, 5, 7, 0]]'",325,0.8114390999999976
3,3,"[[0, 2, 11, 19, 4, 5], [2, 0, 1, 2, 2, 17], [11, 1, 0, 3, 4, 15], [19, 2, 3, 0, 2, 11], [4, 2, 4, 2, 0, 13], [5, 17, 15, 11, 13, 0]]'","[[0, 9, 5, 8, 1, 10], [3, 0, 1, 5, 8, 4], [4, 7, 0, 10, 3, 8], [7, 6, 2, 0, 4, 3], [2, 10, 6, 9, 0, 5], [6, 2, 9, 1, 7, 0]]'",331,1.055945900000001
3,4,"[[0, 2, 11, 19, 4, 5], [2, 0, 1, 2, 2, 17], [11, 1, 0, 3, 4, 15], [19, 2, 3, 0, 2, 11], [4, 2, 4, 2, 0, 13], [5, 17, 15, 11, 13, 0]]'","[[0, 4, 7, 6, 3, 1], [5, 0, 8, 3, 7, 6], [10, 9, 0, 1, 5, 2], [9, 2, 4, 0, 8, 7], [2, 1, 6, 10, 0, 9], [8, 10, 3, 5, 4, 0]]'",276,0.8362912000000016
3,5,"[[0, 2, 11, 19, 4, 5], [2, 0, 1, 2, 2, 17], [11, 1, 0, 3, 4, 15], [19, 2, 3, 0, 2, 11], [4, 2, 4, 2, 0, 13], [5, 17, 15, 11, 13, 0]]'","[[0, 2, 6, 4, 3, 1], [9, 0, 4, 5, 6, 3], [10, 8, 0, 3, 5, 2], [8, 1, 7, 0, 9, 10], [7, 10, 1, 2, 0, 4], [5, 7, 9, 6, 8, 0]]'",287,0.8497173999999994
3,6,"[[0, 2, 11, 19, 4, 5], [2, 0, 1, 2, 2, 17], [11, 1, 0, 3, 4, 15], [19, 2, 3, 0, 2, 11], [4, 2, 4, 2, 0, 13], [5, 17, 15, 11, 13, 0]]'","[[0, 6, 2, 8, 7, 1], [4, 0, 3, 9, 8, 2], [5, 10, 0, 4, 1, 9], [10, 1, 7, 0, 3, 6], [9, 5, 6, 2, 0, 10], [3, 7, 8, 5, 4, 0]]'",311,0.8661853999999991
3,7,"[[0, 2, 11, 19, 4, 5], [2, 0, 1, 2, 2, 17], [11, 1, 0, 3, 4, 15], [19, 2, 3, 0, 2, 11], [4, 2, 4, 2, 0, 13], [5, 17, 15, 11, 13, 0]]'","[[0, 3, 7, 1, 6, 10], [4, 0, 2, 10, 7, 6], [8, 5, 0, 4, 10, 3], [5, 9, 6, 0, 3, 7], [9, 8, 1, 2, 0, 4], [2, 1, 9, 8, 5, 0]]'",347,0.8073359999999994
3,8,"[[0, 2, 11, 19, 4, 5], [2, 0, 1, 2, 2, 17], [11, 1, 0, 3, 4, 15], [19, 2, 3, 0, 2, 11], [4, 2, 4, 2, 0, 13], [5, 17, 15, 11, 13, 0]]'","[[0, 8, 10, 9, 2, 4], [3, 0, 9, 5, 4, 6], [7, 1, 0, 4, 3, 5], [6, 7, 2, 0, 8, 3], [5, 10, 6, 1, 0, 9], [1, 2, 8, 10, 7, 0]]'",293,0.791067899999998
3,9,"[[0, 2, 11, 19, 4, 5], [2, 0, 1, 2, 2, 17], [11, 1, 0, 3, 4, 15], [19, 2, 3, 0, 2, 11], [4, 2, 4, 2, 0, 13], [5, 17, 15, 11, 13, 0]]'","[[0, 9, 2, 8, 6, 7], [10, 0, 6, 1, 5, 8], [4, 3, 0, 7, 10, 1], [5, 2, 9, 0, 4, 6], [1, 7, 8, 3, 0, 9], [3, 4, 5, 10, 2, 0]]'",276,0.8522295
4,0,"[[0, 15, 3, 4, 3, 3], [15, 0, 9, 8, 6, 6], [3, 9, 0, 9, 5, 4], [4, 8, 9, 0, 1, 14], [3, 6, 5, 1, 0, 14], [3, 6, 4, 14, 14, 0]]'","[[0, 10, 5, 7, 8, 1], [6, 0, 7, 8, 1, 4], [2, 9, 0, 1, 6, 10], [4, 5, 3, 0, 9, 2], [3, 2, 4, 10, 0, 5], [9, 3, 8, 6, 7, 0]]'",262,0.7913764000000008
4,1,"[[0, 15, 3, 4, 3, 3], [15, 0, 9, 8, 6, 6], [3, 9, 0, 9, 5, 4], [4, 8, 9, 0, 1, 14], [3, 6, 5, 1, 0, 14], [3, 6, 4, 14, 14, 0]]'","[[0, 1, 8, 4, 2, 6], [7, 0, 2, 8, 4, 3], [9, 5, 0, 3, 10, 4], [5, 10, 6, 0, 7, 2], [3, 6, 1, 9, 0, 5], [10, 9, 7, 1, 8, 0]]'",299,0.8658749999999991
4,2,"[[0, 15, 3, 4, 3, 3], [15, 0, 9, 8, 6, 6], [3, 9, 0, 9, 5, 4], [4, 8, 9, 0, 1, 14], [3, 6, 5, 1, 0, 14], [3, 6, 4, 14, 14, 0]]'","[[0, 7, 3, 4, 9, 8], [5, 0, 10, 8, 1, 3], [1, 6, 0, 9, 2, 5], [10, 2, 7, 0, 5, 1], [6, 4, 8, 3, 0, 7], [2, 9, 4, 6, 10, 0]]'",317,0.8499875999999986
4,3,"[[0, 15, 3, 4, 3, 3], [15, 0, 9, 8, 6, 6], [3, 9, 0, 9, 5, 4], [4, 8, 9, 0, 1, 14], [3, 6, 5, 1, 0, 14], [3, 6, 4, 14, 14, 0]]'","[[0, 9, 5, 3, 1, 4], [7, 0, 4, 5, 8, 6], [2, 10, 0, 6, 3, 1], [10, 1, 8, 0, 4, 7], [6, 2, 7, 9, 0, 5], [8, 3, 9, 2, 10, 0]]'",274,0.8241350000000018
4,4,"[[0, 15, 3, 4, 3, 3], [15, 0, 9, 8, 6, 6], [3, 9, 0, 9, 5, 4], [4, 8, 9, 0, 1, 14], [3, 6, 5, 1, 0, 14], [3, 6, 4, 14, 14, 0]]'","[[0, 1, 10, 9, 5, 6], [4, 0, 6, 10, 3, 5], [3, 7, 0, 5, 1, 2], [2, 8, 4, 0, 6, 1], [8, 2, 9, 7, 0, 10], [7, 9, 8, 3, 4, 0]]'",288,0.8114114000000008
4,5,"[[0, 15, 3, 4, 3, 3], [15, 0, 9, 8, 6, 6], [3, 9, 0, 9, 5, 4], [4, 8, 9, 0, 1, 14], [3, 6, 5, 1, 0, 14], [3, 6, 4, 14, 14, 0]]'","[[0, 9, 3, 5, 10, 7], [6, 0, 10, 4, 1, 5], [1, 7, 0, 8, 5, 2], [2, 3, 9, 0, 6, 1], [8, 2, 4, 7, 0, 9], [4, 8, 6, 10, 3, 0]]'",306,0.834044500000001
4,6,"[[0, 15, 3, 4, 3, 3], [15, 0, 9, 8, 6, 6], [3, 9, 0, 9, 5, 4], [4, 8, 9, 0, 1, 14], [3, 6, 5, 1, 0, 14], [3, 6, 4, 14, 14, 0]]'","[[0, 3, 10, 4, 6, 2], [7, 0, 8, 2, 4, 5], [9, 6, 0, 5, 1, 7], [8, 1, 3, 0, 7, 6], [5, 9, 2, 10, 0, 3], [1, 10, 4, 9, 8, 0]]'",291,0.8645050000000012
4,7,"[[0, 15, 3, 4, 3, 3], [15, 0, 9, 8, 6, 6], [3, 9, 0, 9, 5, 4], [4, 8, 9, 0, 1, 14], [3, 6, 5, 1, 0, 14], [3, 6, 4, 14, 14, 0]]'","[[0, 3, 8, 4, 1, 10], [5, 0, 9, 8, 7, 1], [7, 2, 0, 5, 6, 4], [6, 10, 1, 0, 9, 2], [2, 4, 10, 3, 0, 5], [9, 6, 3, 7, 8, 0]]'",263,0.8203053000000011
4,8,"[[0, 15, 3, 4, 3, 3], [15, 0, 9, 8, 6, 6], [3, 9, 0, 9, 5, 4], [4, 8, 9, 0, 1, 14], [3, 6, 5, 1, 0, 14], [3, 6, 4, 14, 14, 0]]'","[[0, 6, 5, 1, 3, 8], [4, 0, 1, 3, 9, 7], [9, 8, 0, 2, 10, 6], [10, 5, 7, 0, 6, 4], [7, 2, 4, 8, 0, 1], [2, 10, 3, 9, 5, 0]]'",309,0.8118763999999956
4,9,"[[0, 15, 3, 4, 3, 3], [15, 0, 9, 8, 6, 6], [3, 9, 0, 9, 5, 4], [4, 8, 9, 0, 1, 14], [3, 6, 5, 1, 0, 14], [3, 6, 4, 14, 14, 0]]'","[[0, 7, 6, 8, 10, 2], [9, 0, 3, 2, 1, 10], [1, 4, 0, 7, 2, 5], [4, 5, 10, 0, 9, 6], [5, 6, 8, 3, 0, 7], [3, 8, 9, 1, 4, 0]]'",271,0.8485139999999944
5,0,"[[0, 19, 4, 11, 17, 3], [19, 0, 3, 5, 6, 0], [4, 3, 0, 9, 2, 19], [11, 5, 9, 0, 16, 0], [17, 6, 2, 16, 0, 11], [3, 0, 19, 0, 11, 0]]'","[[0, 9, 1, 7, 2, 8], [10, 0, 4, 2, 1, 3], [6, 7, 0, 3, 10, 2], [4, 8, 5, 0, 9, 10], [3, 5, 8, 6, 0, 4], [5, 6, 9, 1, 7, 0]]'",340,0.8142886999999988
5,1,"[[0, 19, 4, 11, 17, 3], [19, 0, 3, 5, 6, 0], [4, 3, 0, 9, 2, 19], [11, 5, 9, 0, 16, 0], [17, 6, 2, 16, 0, 11], [3, 0, 19, 0, 11, 0]]'","[[0, 6, 5, 7, 4, 1], [9, 0, 1, 5, 10, 8], [3, 2, 0, 8, 9, 10], [10, 3, 4, 0, 2, 6], [8, 7, 6, 1, 0, 3], [2, 4, 7, 9, 5, 0]]'",343,0.8503325999999944
5,2,"[[0, 19, 4, 11, 17, 3], [19, 0, 3, 5, 6, 0], [4, 3, 0, 9, 2, 19], [11, 5, 9, 0, 16, 0], [17, 6, 2, 16, 0, 11], [3, 0, 19, 0, 11, 0]]'","[[0, 10, 2, 8, 4, 9], [6, 0, 5, 4, 1, 8], [1, 7, 0, 3, 8, 4], [5, 9, 10, 0, 6, 1], [7, 3, 9, 2, 0, 10], [3, 2, 6, 7, 5, 0]]'",327,0.952469200000003
5,3,"[[0, 19, 4, 11, 17, 3], [19, 0, 3, 5, 6, 0], [4, 3, 0, 9, 2, 19], [11, 5, 9, 0, 16, 0], [17, 6, 2, 16, 0, 11], [3, 0, 19, 0, 11, 0]]'","[[0, 7, 6, 5, 8, 4], [10, 0, 3, 6, 1, 9], [2, 8, 0, 9, 4, 7], [1, 4, 10, 0, 7, 2], [9, 2, 5, 3, 0, 6], [3, 5, 1, 8, 10, 0]]'",327,0.8469292999999993
5,4,"[[0, 19, 4, 11, 17, 3], [19, 0, 3, 5, 6, 0], [4, 3, 0, 9, 2, 19], [11, 5, 9, 0, 16, 0], [17, 6, 2, 16, 0, 11], [3, 0, 19, 0, 11, 0]]'","[[0, 1, 2, 9, 6, 5], [8, 0, 9, 2, 10, 4], [7, 3, 0, 6, 4, 1], [4, 5, 10, 0, 1, 3], [3, 7, 5, 8, 0, 2], [10, 6, 8, 7, 9, 0]]'",350,0.7785845000000009
5,5,"[[0, 19, 4, 11, 17, 3], [19, 0, 3, 5, 6, 0], [4, 3, 0, 9, 2, 19], [11, 5, 9, 0, 16, 0], [17, 6, 2, 16, 0, 11], [3, 0, 19, 0, 11, 0]]'","[[0, 6, 8, 3, 5, 2], [7, 0, 1, 2, 8, 5], [9, 10, 0, 5, 3, 4], [10, 4, 7, 0, 6, 8], [4, 9, 2, 1, 0, 10], [1, 3, 6, 9, 7, 0]]'",331,0.7716120000000046
5,6,"[[0, 19, 4, 11, 17, 3], [19, 0, 3, 5, 6, 0], [4, 3, 0, 9, 2, 19], [11, 5, 9, 0, 16, 0], [17, 6, 2, 16, 0, 11], [3, 0, 19, 0, 11, 0]]'","[[0, 7, 6, 9, 8, 10], [4, 0, 1, 3, 10, 9], [3, 8, 0, 4, 7, 2], [5, 2, 10, 0, 6, 8], [2, 5, 9, 1, 0, 3], [1, 6, 5, 7, 4, 0]]'",281,0.8723810999999984
5,7,"[[0, 19, 4, 11, 17, 3], [19, 0, 3, 5, 6, 0], [4, 3, 0, 9, 2, 19], [11, 5, 9, 0, 16, 0], [17, 6, 2, 16, 0, 11], [3, 0, 19, 0, 11, 0]]'","[[0, 4, 5, 2, 3, 9], [6, 0, 2, 7, 5, 1], [7, 10, 0, 9, 6, 8], [1, 8, 3, 0, 4, 6], [8, 9, 1, 10, 0, 2], [10, 3, 4, 5, 7, 0]]'",303,0.7844133000000042
5,8,"[[0, 19, 4, 11, 17, 3], [19, 0, 3, 5, 6, 0], [4, 3, 0, 9, 2, 19], [11, 5, 9, 0, 16, 0], [17, 6, 2, 16, 0, 11], [3, 0, 19, 0, 11, 0]]'","[[0, 9, 8, 6, 1, 5], [7, 0, 3, 10, 5, 6], [4, 2, 0, 7, 6, 9], [2, 1, 5, 0, 4, 3], [3, 8, 10, 9, 0, 7], [10, 4, 1, 8, 2, 0]]'",346,0.8376108999999943
5,9,"[[0, 19, 4, 11, 17, 3], [19, 0, 3, 5, 6, 0], [4, 3, 0, 9, 2, 19], [11, 5, 9, 0, 16, 0], [17, 6, 2, 16, 0, 11], [3, 0, 19, 0, 11, 0]]'","[[0, 4, 3, 1, 8, 6], [2, 0, 1, 9, 6, 5], [5, 8, 0, 2, 10, 9], [7, 10, 6, 0, 5, 8], [9, 7, 4, 3, 0, 2], [10, 3, 7, 4, 1, 0]]'",347,0.797628600000003
6,0,"[[0, 3, 19, 6, 10, 1], [3, 0, 11, 0, 15, 0], [19, 11, 0, 11, 16, 10], [6, 0, 11, 0, 10, 3], [10, 15, 16, 10, 0, 10], [1, 0, 10, 3, 10, 0]]'","[[0, 3, 4, 6, 8, 5], [2, 0, 5, 4, 6, 8], [10, 9, 0, 8, 1, 7], [1, 7, 3, 0, 5, 2], [7, 10, 2, 9, 0, 3], [9, 1, 6, 10, 4, 0]]'",310,0.7921101000000021
6,1,"[[0, 3, 19, 6, 10, 1], [3, 0, 11, 0, 15, 0], [19, 11, 0, 11, 16, 10], [6, 0, 11, 0, 10, 3], [10, 15, 16, 10, 0, 10], [1, 0, 10, 3, 10, 0]]'","[[0, 7, 1, 6, 10, 5], [4, 0, 6, 3, 1, 9], [9, 5, 0, 2, 3, 10], [8, 10, 4, 0, 5, 1], [2, 8, 7, 9, 0, 6], [3, 2, 8, 7, 4, 0]]'",358,0.9238333999999995
6,2,"[[0, 3, 19, 6, 10, 1], [3, 0, 11, 0, 15, 0], [19, 11, 0, 11, 16, 10], [6, 0, 11, 0, 10, 3], [10, 15, 16, 10, 0, 10], [1, 0, 10, 3, 10, 0]]'","[[0, 1, 4, 6, 10, 3], [9, 0, 8, 10, 7, 4], [7, 2, 0, 3, 6, 5], [2, 5, 9, 0, 8, 7], [5, 3, 1, 4, 0, 9], [8, 6, 10, 1, 2, 0]]'",355,0.8566365000000005
6,3,"[[0, 3, 19, 6, 10, 1], [3, 0, 11, 0, 15, 0], [19, 11, 0, 11, 16, 10], [6, 0, 11, 0, 10, 3], [10, 15, 16, 10, 0, 10], [1, 0, 10, 3, 10, 0]]'","[[0, 9, 1, 7, 4, 8], [5, 0, 2, 4, 8, 1], [3, 7, 0, 8, 5, 6], [2, 6, 10, 0, 3, 9], [6, 10, 9, 1, 0, 2], [10, 3, 4, 5, 7, 0]]'",360,0.8353949999999983
6,4,"[[0, 3, 19, 6, 10, 1], [3, 0, 11, 0, 15, 0], [19, 11, 0, 11, 16, 10], [6, 0, 11, 0, 10, 3], [10, 15, 16, 10, 0, 10], [1, 0, 10, 3, 10, 0]]'","[[0, 5, 9, 8, 4, 3], [1, 0, 8, 2, 10, 9], [10, 4, 0, 1, 2, 7], [7, 3, 6, 0, 5, 4], [6, 7, 3, 9, 0, 8], [2, 6, 5, 10, 1, 0]]'",357,0.8109462999999977
6,5,"[[0, 3, 19, 6, 10, 1], [3, 0, 11, 0, 15, 0], [19, 11, 0, 11, 16, 10], [6, 0, 11, 0, 10, 3], [10, 15, 16, 10, 0, 10], [1, 0, 10, 3, 10, 0]]'","[[0, 3, 6, 2, 10, 4], [5, 0, 10, 6, 4, 2], [9, 8, 0, 4, 5, 7], [8, 7, 1, 0, 3, 5], [7, 1, 2, 9, 0, 8], [1, 9, 3, 10, 6, 0]]'",331,0.8284261000000015
6,6,"[[0, 3, 19, 6, 10, 1], [3, 0, 11, 0, 15, 0], [19, 11, 0, 11, 16, 10], [6, 0, 11, 0, 10, 3], [10, 15, 16, 10, 0, 10], [1, 0, 10, 3, 10, 0]]'","[[0, 1, 10, 8, 3, 2], [7, 0, 6, 2, 5, 9], [5, 8, 0, 9, 2, 1], [6, 4, 3, 0, 7, 5], [9, 10, 4, 1, 0, 6], [4, 3, 7, 10, 8, 0]]'",374,0.8664406000000042
6,7,"[[0, 3, 19, 6, 10, 1], [3, 0, 11, 0, 15, 0], [19, 11, 0, 11, 16, 10], [6, 0, 11, 0, 10, 3], [10, 15, 16, 10, 0, 10], [1, 0, 10, 3, 10, 0]]'","[[0, 7, 3, 8, 10, 2], [5, 0, 10, 9, 6, 1], [1, 8, 0, 5, 2, 9], [4, 2, 6, 0, 3, 10], [9, 4, 7, 1, 0, 5], [6, 3, 4, 7, 8, 0]]'",377,0.7976038999999986
